95.20.35.137	tcp,192.168.1.2,21,36
221.237.131.52	udp,192.168.1.2,47,70
82.228.135.103	udp,192.168.1.2,58,80
125.114.75.103	udp,192.168.1.2,34,14
88.7.200.189	udp,192.168.1.2,18,20
82.14.23.7	udp,192.168.1.2,45,0
79.20.227.43	udp,192.168.1.2,43,44
77.206.199.195	udp,192.168.1.2,51,96
79.93.210.68	udp,192.168.1.2,48,70
79.30.181.21	udp,192.168.1.2,66,66
78.49.36.128	udp,192.168.1.2,47,58
72.46.129.42	udp,192.168.1.2,59,90
94.23.225.112	udp,192.168.1.2,44,44
94.36.36.161	udp,192.168.1.2,63,66
71.197.164.168	udp,192.168.1.2,48,96
187.91.180.224	udp,192.168.1.2,32,6
79.40.234.25	udp,192.168.1.2,66,66
151.47.244.144	udp,192.168.1.2,66,66
220.180.250.216	udp,192.168.1.2,35,96
94.67.104.151	udp,192.168.1.2,51,96
95.18.164.243	udp,192.168.1.2,54,0
124.232.148.141	udp,192.168.1.2,41,96
79.49.96.105	udp,192.168.1.2,66,58
93.145.8.135	udp,192.168.1.2,63,66
93.70.136.21	udp,192.168.1.2,48,85
218.250.177.169	udp,192.168.1.2,74,66
91.97.135.9	tcp,192.168.1.2,26,34
192.168.1.2	tcp,187.80.137.212,0,0
217.226.201.128	udp,192.168.1.2,35,0
208.86.198.87	udp,192.168.1.2,96,19
83.213.162.171	udp,192.168.1.2,66,66
192.168.1.2	udp,151.48.6.93,44,0
1.83.113.118	udp,192.168.1.2,38,28
91.97.135.9	tcp,192.168.1.2,0,0
82.84.166.76	udp,192.168.1.2,51,96
78.182.209.241	udp,192.168.1.2,74,66
74.90.54.224	udp,192.168.1.2,49,92
217.194.205.165	udp,192.168.1.2,74,66
192.168.1.2	tcp,186.22.60.110,33,0
187.15.141.88	udp,192.168.1.2,40,14
111.227.46.118	udp,192.168.1.2,35,96
116.114.186.128	tcp,192.168.1.2,0,0
82.126.188.106	udp,192.168.1.2,32,49
118.232.158.124	udp,192.168.1.2,43,44
212.122.117.124	udp,192.168.1.2,72,66
109.65.16.101	udp,192.168.1.2,47,70
87.10.169.133	udp,192.168.1.2,43,44
190.31.145.45	udp,192.168.1.2,43,44
201.9.18.71	udp,192.168.1.2,43,44
61.183.164.35	udp,192.168.1.2,48,85
187.71.108.180	udp,192.168.1.2,35,6
116.21.74.244	udp,192.168.1.2,51,96
95.247.25.51	udp,192.168.1.2,66,66
113.128.85.60	udp,192.168.1.2,37,46
114.105.22.248	udp,192.168.1.2,38,28
151.67.7.97	udp,192.168.1.2,66,66
94.123.194.16	udp,192.168.1.2,51,96
2.100.195.179	udp,192.168.1.2,27,0
113.16.128.194	udp,192.168.1.2,38,28
82.58.13.150	udp,192.168.1.2,66,66
211.173.190.66	udp,192.168.1.2,66,66
60.4.38.217	udp,192.168.1.2,38,30
189.31.236.252	udp,192.168.1.2,74,66
189.121.15.138	udp,192.168.1.2,74,66
222.51.176.159	udp,192.168.1.2,35,96
201.68.93.44	udp,192.168.1.2,74,66
192.168.1.2	udp,78.14.68.213,44,0
192.168.1.2	udp,85.85.41.84,44,44
112.251.28.63	udp,192.168.1.2,32,96
91.121.234.214	udp,192.168.1.2,63,66
114.218.96.73	udp,192.168.1.2,44,44
93.147.149.119	udp,192.168.1.2,47,58
195.103.207.206	udp,192.168.1.2,48,85
90.53.158.127	udp,192.168.1.2,51,96
217.52.210.217	udp,192.168.1.2,74,66
192.168.1.2	udp,88.8.199.199,44,44
222.245.176.103	udp,192.168.1.2,74,66
192.168.1.2	tcp,78.124.185.101,0,0
82.49.21.163	udp,192.168.1.2,43,44
61.189.37.76	udp,192.168.1.2,44,44
192.168.1.2	udp,58.115.80.142,44,44
125.125.181.157	udp,192.168.1.2,48,30
218.25.160.134	udp,192.168.1.2,40,63
79.8.157.4	udp,192.168.1.2,74,66
192.168.1.2	tcp,201.13.217.138,0,0
95.20.187.251	udp,192.168.1.2,74,66
200.126.84.89	udp,192.168.1.2,66,66
79.56.161.168	udp,192.168.1.2,51,96
82.56.116.205	udp,192.168.1.2,34,14
115.225.78.172	udp,192.168.1.2,38,28
79.3.49.41	udp,192.168.1.2,40,14
2.55.116.120	udp,192.168.1.2,74,66
85.60.106.206	udp,192.168.1.2,74,66
201.92.28.197	udp,192.168.1.2,43,44
218.84.107.148	tcp,192.168.1.2,18,36
192.168.1.2	udp,82.238.33.209,44,44
192.168.1.2	tcp,78.15.129.222,70,1
76.166.199.173	udp,192.168.1.2,51,85
27.105.4.168	udp,192.168.1.2,58,73
2.2.152.151	udp,192.168.1.2,43,14
94.164.16.8	udp,192.168.1.2,74,66
95.121.79.242	udp,192.168.1.2,74,66
87.91.119.70	udp,192.168.1.2,51,85
88.22.180.132	udp,192.168.1.2,43,44
189.107.135.164	udp,192.168.1.2,32,79
123.172.157.221	udp,192.168.1.2,40,62
95.14.220.138	udp,192.168.1.2,45,0
118.122.116.14	udp,192.168.1.2,51,96
70.247.11.253	udp,192.168.1.2,66,66
192.168.1.2	tcp,82.244.63.31,74,4
173.57.116.65	udp,192.168.1.2,43,44
79.40.30.11	udp,192.168.1.2,51,96
190.97.62.228	udp,192.168.1.2,26,6
2.138.206.6	udp,192.168.1.2,48,85
151.81.28.191	udp,192.168.1.2,51,85
93.218.203.61	udp,192.168.1.2,74,66
78.147.1.80	udp,192.168.1.2,43,44
211.44.99.38	udp,192.168.1.2,44,44
77.253.244.31	udp,192.168.1.2,74,66
108.2.195.169	udp,192.168.1.2,66,66
90.57.93.175	udp,192.168.1.2,48,70
93.145.10.228	udp,192.168.1.2,74,66
189.160.57.214	udp,192.168.1.2,48,85
151.81.15.245	tcp,192.168.1.2,0,0
188.83.117.216	udp,192.168.1.2,51,96
93.67.88.90	udp,192.168.1.2,51,96
190.16.183.125	udp,192.168.1.2,74,66
93.156.120.61	udp,192.168.1.2,74,66
88.18.46.64	udp,192.168.1.2,44,44
110.231.85.149	udp,192.168.1.2,38,28
79.159.173.101	udp,192.168.1.2,43,44
84.58.248.252	udp,192.168.1.2,66,66
192.168.1.2	udp,79.90.105.121,44,44
81.37.146.58	udp,192.168.1.2,35,6
79.19.182.131	udp,192.168.1.2,66,66
67.161.149.57	udp,192.168.1.2,44,44
87.68.27.137	udp,192.168.1.2,74,66
189.41.252.255	udp,192.168.1.2,51,96
186.195.227.218	udp,192.168.1.2,63,66
88.50.184.234	udp,192.168.1.2,43,44
188.222.189.201	udp,192.168.1.2,66,66
151.50.190.98	udp,192.168.1.2,66,66
183.27.134.162	udp,192.168.1.2,44,44
200.55.126.240	udp,192.168.1.2,74,66
115.70.56.182	udp,192.168.1.2,43,44
188.163.70.194	udp,192.168.1.2,66,66
212.159.74.19	udp,192.168.1.2,51,96
187.89.105.242	udp,192.168.1.2,51,96
119.195.71.128	udp,192.168.1.2,71,66
95.236.190.21	udp,192.168.1.2,66,66
90.37.127.175	udp,192.168.1.2,51,96
95.8.46.153	udp,192.168.1.2,35,96
79.155.110.114	udp,192.168.1.2,51,96
220.136.15.228	udp,192.168.1.2,47,70
113.83.226.185	udp,192.168.1.2,38,44
117.80.241.54	udp,192.168.1.2,74,66
93.13.47.227	udp,192.168.1.2,51,96
68.188.67.105	udp,192.168.1.2,43,44
192.168.1.2	udp,123.148.167.35,44,44
92.133.189.144	udp,192.168.1.2,65,66
178.7.190.134	udp,192.168.1.2,74,66
188.153.218.38	udp,192.168.1.2,51,85
83.115.160.15	udp,192.168.1.2,74,66
92.224.64.157	udp,192.168.1.2,74,66
86.198.106.79	udp,192.168.1.2,43,44
213.151.5.58	udp,192.168.1.2,44,44
195.81.183.9	udp,192.168.1.2,51,96
79.159.244.29	udp,192.168.1.2,48,79
192.168.1.2	udp,80.31.220.92,44,44
79.0.188.222	udp,192.168.1.2,44,44
80.181.71.121	udp,192.168.1.2,74,66
80.103.185.216	udp,192.168.1.2,74,66
142.162.228.151	udp,192.168.1.2,74,66
76.164.224.109	udp,192.168.1.2,66,66
88.16.232.89	udp,192.168.1.2,66,66
221.199.65.160	udp,192.168.1.2,35,96
92.226.32.210	udp,192.168.1.2,74,66
123.132.15.239	udp,192.168.1.2,38,32
187.11.158.215	udp,192.168.1.2,74,66
218.84.107.149	tcp,192.168.1.2,22,0
58.241.215.238	udp,192.168.1.2,43,44
95.36.49.169	udp,192.168.1.2,74,66
111.80.233.195	udp,192.168.1.2,26,6
87.19.96.5	udp,192.168.1.2,74,66
189.27.46.96	udp,192.168.1.2,74,66
72.46.130.218	udp,192.168.1.2,51,85
173.184.83.44	udp,192.168.1.2,36,0
192.168.1.2	udp,88.27.0.229,44,44
95.232.187.195	tcp,192.168.1.2,29,31
217.129.35.229	udp,192.168.1.2,51,96
124.160.47.67	udp,192.168.1.2,49,81
94.78.181.89	udp,192.168.1.2,74,66
151.15.54.17	udp,192.168.1.2,66,66
97.82.83.162	udp,192.168.1.2,48,85
82.126.118.24	udp,192.168.1.2,48,85
76.64.223.156	udp,192.168.1.2,48,90
222.172.159.59	udp,192.168.1.2,35,96
190.246.143.186	udp,192.168.1.2,66,66
218.164.2.20	udp,192.168.1.2,66,66
192.168.1.2	udp,113.70.255.177,77,47
93.150.66.51	udp,192.168.1.2,35,6
88.13.237.111	udp,192.168.1.2,43,44
192.168.1.2	tcp,151.40.66.149,80,1
58.114.218.62	udp,192.168.1.2,66,66
111.161.8.28	udp,192.168.1.2,48,90
78.127.213.242	udp,192.168.1.2,74,66
83.52.246.20	udp,192.168.1.2,74,66
87.2.127.169	udp,192.168.1.2,46,59
84.122.85.209	udp,192.168.1.2,65,62
192.168.1.2	tcp,78.119.102.26,0,0
192.168.1.2	udp,119.191.27.32,44,0
82.61.67.95	tcp,192.168.1.2,0,0
114.92.102.41	udp,192.168.1.2,74,66
95.120.126.72	udp,192.168.1.2,51,96
81.35.229.84	udp,192.168.1.2,51,96
90.8.25.221	udp,192.168.1.2,58,81
79.30.44.151	tcp,192.168.1.2,0,0
111.9.35.189	udp,192.168.1.2,43,44
192.168.1.2	udp,125.70.38.129,44,44
124.236.233.140	udp,192.168.1.2,38,28
24.193.1.233	udp,192.168.1.2,43,44
188.120.137.228	udp,192.168.1.2,49,44
92.196.4.65	udp,192.168.1.2,66,66
90.5.181.216	udp,192.168.1.2,74,66
59.79.25.150	udp,192.168.1.2,43,63
192.168.1.2	udp,114.36.154.251,44,44
187.58.211.112	udp,192.168.1.2,48,79
87.219.233.146	udp,192.168.1.2,74,66
189.103.124.129	udp,192.168.1.2,44,44
222.220.97.40	tcp,192.168.1.2,21,42
123.0.224.91	udp,192.168.1.2,43,44
189.4.159.118	udp,192.168.1.2,66,66
208.86.198.78	udp,192.168.1.2,96,19
95.246.190.21	udp,192.168.1.2,44,44
192.168.1.2	udp,218.58.9.241,44,0
124.232.148.147	udp,192.168.1.2,35,96
93.144.208.175	udp,192.168.1.2,40,14
60.53.165.89	udp,192.168.1.2,74,66
189.79.91.253	udp,192.168.1.2,66,66
80.187.107.27	udp,192.168.1.2,51,85
93.12.236.211	udp,192.168.1.2,47,61
79.55.129.63	udp,192.168.1.2,48,85
114.91.32.244	udp,192.168.1.2,74,66
77.194.83.39	udp,192.168.1.2,43,44
120.17.23.39	udp,192.168.1.2,46,72
151.5.68.201	udp,192.168.1.2,74,66
77.228.39.131	udp,192.168.1.2,35,6
81.43.150.52	udp,192.168.1.2,51,96
151.19.2.191	tcp,192.168.1.2,0,0
218.0.0.90	udp,192.168.1.2,66,76
208.86.198.93	udp,192.168.1.2,96,19
14.208.234.253	udp,192.168.1.2,74,66
84.124.42.102	udp,192.168.1.2,74,66
82.49.29.162	udp,192.168.1.2,66,66
69.174.170.211	udp,192.168.1.2,66,66
125.121.18.245	udp,192.168.1.2,32,69
87.218.112.152	udp,192.168.1.2,74,66
95.70.33.201	udp,192.168.1.2,44,44
123.235.228.124	udp,192.168.1.2,96,35
88.25.94.37	udp,192.168.1.2,43,44
221.172.129.133	udp,192.168.1.2,38,44
94.218.14.183	udp,192.168.1.2,51,96
95.115.208.214	tcp,192.168.1.2,1,83
93.58.215.8	udp,192.168.1.2,74,66
93.67.186.66	udp,192.168.1.2,43,44
118.171.85.178	udp,192.168.1.2,38,28
58.33.1.214	udp,192.168.1.2,74,66
201.13.5.153	udp,192.168.1.2,57,68
94.164.138.44	udp,192.168.1.2,51,96
84.97.166.215	udp,192.168.1.2,74,66
112.112.134.176	udp,192.168.1.2,65,66
81.243.44.74	udp,192.168.1.2,63,66
95.236.30.58	udp,192.168.1.2,51,96
186.48.238.88	udp,192.168.1.2,38,28
187.22.224.224	udp,192.168.1.2,51,85
118.122.116.14	udp,192.168.1.2,43,44
95.246.104.138	udp,192.168.1.2,66,66
84.124.242.192	udp,192.168.1.2,35,96
84.236.161.164	udp,192.168.1.2,63,66
80.28.174.34	udp,192.168.1.2,74,66
87.5.109.243	udp,192.168.1.2,32,6
212.235.15.45	udp,192.168.1.2,18,4
41.224.29.250	udp,192.168.1.2,48,85
60.180.146.95	udp,192.168.1.2,74,66
89.89.61.63	udp,192.168.1.2,43,44
123.149.223.214	udp,192.168.1.2,38,28
112.117.36.54	udp,192.168.1.2,63,66
113.231.7.109	udp,192.168.1.2,32,6
192.168.1.2	udp,85.247.41.18,44,0
84.223.124.12	udp,192.168.1.2,74,66
2.138.28.60	udp,192.168.1.2,43,14
192.168.1.2	udp,87.21.103.236,44,44
192.168.1.2	udp,93.96.110.95,44,44
117.36.96.121	udp,192.168.1.2,51,96
79.163.5.203	udp,192.168.1.2,43,44
151.40.207.127	udp,192.168.1.2,44,44
218.84.107.149	tcp,192.168.1.2,7,0
112.114.161.211	udp,192.168.1.2,51,96
180.72.39.247	udp,192.168.1.2,51,93
113.224.65.54	udp,192.168.1.2,43,44
222.165.125.53	udp,192.168.1.2,43,44
189.71.105.65	udp,192.168.1.2,66,66
222.89.66.177	udp,192.168.1.2,46,76
84.120.100.40	udp,192.168.1.2,44,44
14.109.50.159	udp,192.168.1.2,38,28
83.213.35.2	udp,192.168.1.2,44,44
88.72.166.247	udp,192.168.1.2,51,96
80.24.83.81	udp,192.168.1.2,43,44
221.237.249.71	udp,192.168.1.2,48,85
89.131.244.50	udp,192.168.1.2,52,96
79.89.150.69	udp,192.168.1.2,74,66
59.175.234.3	udp,192.168.1.2,51,96
125.186.166.81	udp,192.168.1.2,66,66
192.168.1.2	udp,112.111.86.212,28,38
80.24.83.81	udp,192.168.1.2,43,44
86.31.4.228	udp,192.168.1.2,63,66
109.212.56.211	tcp,192.168.1.2,0,0
192.168.1.2	udp,151.55.104.185,44,0
117.79.73.76	udp,192.168.1.2,43,44
114.238.70.156	udp,192.168.1.2,40,46
79.16.60.198	udp,192.168.1.2,74,66
95.23.245.232	udp,192.168.1.2,44,0
84.223.196.245	udp,192.168.1.2,74,66
91.117.248.248	udp,192.168.1.2,44,44
93.147.18.238	udp,192.168.1.2,62,66
93.39.101.116	tcp,192.168.1.2,0,0
88.14.184.113	udp,192.168.1.2,51,96
89.131.125.38	udp,192.168.1.2,48,70
83.6.217.222	udp,192.168.1.2,51,96
190.77.93.42	udp,192.168.1.2,63,66
84.232.82.142	udp,192.168.1.2,40,14
88.180.212.188	udp,192.168.1.2,74,66
218.84.107.148	tcp,192.168.1.2,18,36
192.168.1.2	udp,202.111.153.41,28,38
200.140.72.61	tcp,192.168.1.2,0,0
117.40.136.185	udp,192.168.1.2,48,90
61.185.39.24	udp,192.168.1.2,33,73
192.168.1.2	udp,114.89.192.77,44,0
93.1.45.119	udp,192.168.1.2,51,96
2.100.195.179	udp,192.168.1.2,27,0
112.112.136.131	udp,192.168.1.2,48,70
79.23.33.112	udp,192.168.1.2,43,44
187.62.121.2	udp,192.168.1.2,74,66
114.43.117.201	udp,192.168.1.2,74,66
118.122.116.14	udp,192.168.1.2,51,96
187.18.104.205	udp,192.168.1.2,51,96
2.138.28.60	udp,192.168.1.2,43,14
213.187.24.225	udp,192.168.1.2,44,44
88.33.176.160	udp,192.168.1.2,51,96
27.33.183.133	udp,192.168.1.2,43,44
192.168.1.2	udp,92.130.137.157,44,0
85.49.210.0	udp,192.168.1.2,51,96
123.191.203.103	udp,192.168.1.2,38,28
189.105.13.175	udp,192.168.1.2,40,14
192.168.1.2	udp,173.34.245.228,44,44
121.131.211.5	udp,192.168.1.2,48,70
82.52.143.169	udp,192.168.1.2,51,96
123.205.248.145	udp,192.168.1.2,66,66
182.210.25.189	udp,192.168.1.2,72,66
120.119.57.48	udp,192.168.1.2,51,96
123.204.5.158	udp,192.168.1.2,57,78
223.219.226.81	udp,192.168.1.2,48,90
151.68.73.95	udp,192.168.1.2,66,66
87.8.84.67	udp,192.168.1.2,66,66
58.7.205.220	udp,192.168.1.2,48,85
79.152.182.242	udp,192.168.1.2,66,66
79.177.244.30	udp,192.168.1.2,74,66
219.133.185.178	udp,192.168.1.2,51,96
118.248.110.93	udp,192.168.1.2,66,66
46.115.20.161	udp,192.168.1.2,43,44
192.168.1.2	udp,218.192.21.218,44,44
188.86.225.156	udp,192.168.1.2,44,44
125.227.90.65	udp,192.168.1.2,44,44
85.138.240.50	udp,192.168.1.2,35,6
221.231.113.214	udp,192.168.1.2,32,96
178.42.192.63	udp,192.168.1.2,51,85
192.168.1.2	udp,119.130.22.235,44,0
187.13.123.188	udp,192.168.1.2,51,96
192.168.1.2	tcp,201.80.194.190,0,0
111.172.110.213	udp,192.168.1.2,32,96
81.172.76.112	udp,192.168.1.2,74,66
90.3.129.6	udp,192.168.1.2,74,66
89.81.134.41	tcp,192.168.1.2,0,0
123.125.113.26	udp,192.168.1.2,25,0
113.76.79.84	udp,192.168.1.2,51,96
80.25.26.104	udp,192.168.1.2,45,0
183.216.39.56	tcp,192.168.1.2,25,32
94.23.220.193	udp,192.168.1.2,66,66
78.236.156.18	udp,192.168.1.2,51,96
125.71.27.110	udp,192.168.1.2,43,44
81.67.162.37	udp,192.168.1.2,47,70
24.5.239.124	udp,192.168.1.2,43,44
208.86.198.74	udp,192.168.1.2,96,19
192.168.1.2	udp,95.121.116.57,44,0
211.160.91.88	udp,192.168.1.2,51,96
94.23.229.73	udp,192.168.1.2,74,66
192.168.1.2	udp,114.92.120.158,29,33
89.244.200.24	udp,192.168.1.2,51,96
59.49.79.250	udp,192.168.1.2,38,28
93.42.25.251	udp,192.168.1.2,43,44
82.67.217.6	udp,192.168.1.2,74,66
212.183.213.3	udp,192.168.1.2,66,66
190.212.203.23	udp,192.168.1.2,51,96
208.86.198.81	udp,192.168.1.2,96,19
201.51.53.114	udp,192.168.1.2,51,96
192.168.1.2	udp,83.134.25.215,44,0
24.201.126.224	udp,192.168.1.2,35,6
60.20.182.176	udp,192.168.1.2,51,96
217.132.239.237	tcp,192.168.1.2,0,0
192.168.1.2	tcp,188.153.131.159,83,1
87.10.255.233	udp,192.168.1.2,32,6
79.152.195.7	udp,192.168.1.2,66,66
212.225.204.153	udp,192.168.1.2,51,85
151.71.164.241	udp,192.168.1.2,74,66
84.48.234.143	udp,192.168.1.2,74,66
178.8.28.198	udp,192.168.1.2,74,66
87.11.230.77	udp,192.168.1.2,66,66
175.168.165.42	udp,192.168.1.2,48,90
201.14.233.10	udp,192.168.1.2,51,96
208.86.198.67	udp,192.168.1.2,96,19
151.83.38.166	tcp,192.168.1.2,0,0
192.168.1.2	udp,79.89.106.15,44,44
79.18.111.85	udp,192.168.1.2,51,96
62.64.33.39	udp,192.168.1.2,74,66
80.12.189.200	udp,192.168.1.2,43,44
58.25.239.238	udp,192.168.1.2,51,96
81.32.144.73	udp,192.168.1.2,66,66
94.23.220.175	udp,192.168.1.2,74,66
76.89.66.69	udp,192.168.1.2,74,66
119.49.83.44	udp,192.168.1.2,51,96
95.126.19.81	udp,192.168.1.2,32,6
27.190.154.201	udp,192.168.1.2,38,28
192.168.1.2	udp,78.134.117.159,44,44
151.40.211.220	udp,192.168.1.2,74,66
122.158.60.105	udp,192.168.1.2,38,28
220.179.180.94	udp,192.168.1.2,2,96
95.18.83.83	udp,192.168.1.2,43,44
192.168.1.2	udp,109.54.121.88,44,0
95.22.83.204	udp,192.168.1.2,41,46
78.15.159.235	udp,192.168.1.2,74,66
112.164.14.186	udp,192.168.1.2,43,44
192.168.1.2	udp,83.4.56.139,44,0
84.78.167.173	udp,192.168.1.2,44,44
182.97.83.107	udp,192.168.1.2,51,96
93.38.32.189	tcp,192.168.1.2,0,0
91.66.108.234	udp,192.168.1.2,66,66
188.153.135.134	udp,192.168.1.2,51,96
123.137.125.219	udp,192.168.1.2,38,30
87.123.121.59	udp,192.168.1.2,45,0
218.75.217.114	udp,192.168.1.2,47,79
79.18.199.177	tcp,192.168.1.2,0,0
89.130.168.119	udp,192.168.1.2,48,44
14.198.86.91	udp,192.168.1.2,35,96
95.17.107.142	udp,192.168.1.2,74,66
87.9.69.137	udp,192.168.1.2,74,66
84.222.66.231	udp,192.168.1.2,44,44
201.62.156.140	udp,192.168.1.2,40,14
79.52.86.1	udp,192.168.1.2,66,66
222.128.243.194	udp,192.168.1.2,43,44
218.94.136.166	udp,192.168.1.2,74,66
79.36.53.118	udp,192.168.1.2,51,85
118.249.171.25	udp,192.168.1.2,51,96
120.199.92.232	udp,192.168.1.2,38,28
92.130.126.105	udp,192.168.1.2,74,66
151.60.251.191	udp,192.168.1.2,39,59
99.141.91.21	udp,192.168.1.2,74,66
87.209.97.250	udp,192.168.1.2,74,66
93.66.174.231	tcp,192.168.1.2,0,0
192.168.1.2	tcp,93.48.40.216,0,0
192.168.1.2	udp,218.199.26.4,44,44
61.114.121.2	udp,192.168.1.2,74,66
95.233.253.248	udp,192.168.1.2,74,66
192.168.1.2	udp,124.134.78.180,44,0
80.37.181.214	udp,192.168.1.2,35,6
114.37.138.146	udp,192.168.1.2,43,44
218.82.72.158	udp,192.168.1.2,41,46
190.5.19.83	udp,192.168.1.2,51,96
124.94.185.100	udp,192.168.1.2,51,85
79.50.53.172	udp,192.168.1.2,48,85
94.193.234.62	udp,192.168.1.2,74,66
151.61.169.61	udp,192.168.1.2,48,71
80.117.77.152	udp,192.168.1.2,66,66
77.200.217.57	udp,192.168.1.2,48,73
114.101.207.58	udp,192.168.1.2,48,93
85.48.37.190	tcp,192.168.1.2,0,0
62.57.58.148	udp,192.168.1.2,48,70
78.250.198.14	udp,192.168.1.2,32,6
79.28.1.88	udp,192.168.1.2,48,85
189.104.241.3	udp,192.168.1.2,51,96
60.215.255.114	udp,192.168.1.2,38,28
217.127.40.151	udp,192.168.1.2,48,85
93.179.224.33	udp,192.168.1.2,51,96
189.97.206.177	udp,192.168.1.2,59,58
112.246.213.98	udp,192.168.1.2,66,76
96.52.142.244	udp,192.168.1.2,74,66
116.231.7.218	udp,192.168.1.2,36,62
114.91.57.53	udp,192.168.1.2,44,44
86.216.100.6	udp,192.168.1.2,43,14
187.58.152.64	udp,192.168.1.2,33,14
86.204.60.240	udp,192.168.1.2,43,44
93.32.183.191	udp,192.168.1.2,66,58
89.245.236.248	udp,192.168.1.2,44,44
222.91.208.183	udp,192.168.1.2,43,44
95.182.208.143	udp,192.168.1.2,66,66
87.15.138.18	udp,192.168.1.2,74,66
120.195.63.40	tcp,192.168.1.2,21,42
92.139.132.241	udp,192.168.1.2,32,6
192.168.1.2	udp,90.162.82.118,44,0
151.51.224.199	udp,192.168.1.2,65,66
188.83.134.149	udp,192.168.1.2,43,44
89.88.43.225	udp,192.168.1.2,74,66
83.52.171.230	udp,192.168.1.2,74,66
85.59.69.63	udp,192.168.1.2,74,66
2.36.30.97	tcp,192.168.1.2,0,0
41.140.120.108	udp,192.168.1.2,51,96
87.4.72.133	udp,192.168.1.2,51,96
78.105.58.201	udp,192.168.1.2,74,66
201.21.60.202	udp,192.168.1.2,51,96
190.48.172.8	udp,192.168.1.2,45,0
80.116.125.37	udp,192.168.1.2,43,44
221.182.29.166	udp,192.168.1.2,66,58
110.80.105.4	udp,192.168.1.2,63,66
192.168.1.2	udp,59.79.66.72,28,38
192.168.1.2	udp,90.51.0.78,44,0
94.23.229.59	udp,192.168.1.2,74,66
81.48.127.247	udp,192.168.1.2,66,66
82.54.83.146	udp,192.168.1.2,74,66
83.204.132.69	udp,192.168.1.2,49,78
87.7.0.206	tcp,192.168.1.2,0,0
79.178.248.217	udp,192.168.1.2,51,96
218.84.107.148	tcp,192.168.1.2,18,36
183.10.10.192	udp,192.168.1.2,48,96
201.47.22.53	udp,192.168.1.2,63,66
184.58.110.49	udp,192.168.1.2,74,66
114.43.140.173	udp,192.168.1.2,74,66
79.51.9.194	udp,192.168.1.2,35,0
111.251.161.167	udp,192.168.1.2,51,85
183.217.126.70	udp,192.168.1.2,38,28
187.89.158.38	udp,192.168.1.2,40,14
62.211.188.227	udp,192.168.1.2,74,66
151.15.112.78	udp,192.168.1.2,63,66
123.188.223.76	udp,192.168.1.2,35,96
189.111.75.25	udp,192.168.1.2,52,96
192.168.1.2	udp,85.64.54.87,44,44
83.215.0.145	udp,192.168.1.2,49,44
112.83.40.253	udp,192.168.1.2,43,44
93.36.218.254	udp,192.168.1.2,74,66
190.235.125.114	udp,192.168.1.2,48,90
218.84.107.149	tcp,192.168.1.2,72,0
82.240.29.27	udp,192.168.1.2,45,0
83.53.78.45	udp,192.168.1.2,43,44
201.54.229.75	udp,192.168.1.2,74,66
88.240.114.232	udp,192.168.1.2,74,66
190.96.27.223	udp,192.168.1.2,66,66
117.79.83.183	udp,192.168.1.2,66,66
61.98.217.55	udp,192.168.1.2,40,14
81.172.117.210	tcp,192.168.1.2,0,0
114.27.11.28	udp,192.168.1.2,43,44
192.168.1.2	udp,200.127.60.149,44,44
86.71.219.250	udp,192.168.1.2,51,96
192.168.1.2	tcp,80.116.168.93,0,0
79.43.40.227	udp,192.168.1.2,66,66
79.1.253.80	udp,192.168.1.2,32,6
80.35.233.15	udp,192.168.1.2,51,96
82.56.103.116	udp,192.168.1.2,66,66
58.35.81.219	udp,192.168.1.2,74,66
189.114.229.171	udp,192.168.1.2,18,4
92.76.159.217	udp,192.168.1.2,40,49
190.224.48.53	udp,192.168.1.2,48,90
86.203.177.56	udp,192.168.1.2,44,44
77.193.141.155	udp,192.168.1.2,43,44
93.144.132.7	udp,192.168.1.2,32,6
82.255.161.5	udp,192.168.1.2,48,90
84.127.170.32	udp,192.168.1.2,74,66
186.221.211.133	udp,192.168.1.2,43,44
208.66.72.90	udp,192.168.1.2,66,66
79.157.196.146	udp,192.168.1.2,66,66
90.146.37.252	udp,192.168.1.2,66,66
79.7.94.123	udp,192.168.1.2,65,66
77.192.3.232	udp,192.168.1.2,32,6
87.231.102.31	udp,192.168.1.2,36,62
115.63.93.117	udp,192.168.1.2,38,28
84.98.185.123	udp,192.168.1.2,66,66
222.74.59.6	udp,192.168.1.2,54,30
192.168.1.2	udp,94.24.176.165,44,0
192.168.1.2	udp,111.148.73.34,44,0
190.48.37.241	udp,192.168.1.2,74,66
78.14.39.95	udp,192.168.1.2,66,66
80.163.45.218	udp,192.168.1.2,74,66
1.175.133.52	udp,192.168.1.2,44,44
117.13.127.122	udp,192.168.1.2,28,36
201.223.151.207	udp,192.168.1.2,47,70
79.19.209.209	udp,192.168.1.2,44,44
201.22.176.191	udp,192.168.1.2,35,96
192.168.1.2	udp,211.74.237.89,70,48
213.143.73.34	udp,192.168.1.2,49,44
151.49.108.247	tcp,192.168.1.2,0,0
187.52.102.21	udp,192.168.1.2,43,44
222.183.105.176	udp,192.168.1.2,74,66
192.168.1.2	udp,98.109.244.192,65,47
85.171.162.168	udp,192.168.1.2,66,66
204.52.215.71	udp,192.168.1.2,74,66
59.175.234.3	udp,192.168.1.2,43,44
121.11.175.4	udp,192.168.1.2,43,44
219.159.235.242	udp,192.168.1.2,74,66
89.72.247.25	udp,192.168.1.2,42,0
